web-scraper-order,title_raw,price_raw,mileage_raw,drive_raw,cartype_raw,fuel_raw,ps_raw,fuel_consumption_raw,seller_raw,selleraddress_raw,model,price,mileage,fuel_consumption,ps,sportcar,mileage_cat,ps_cat,ps_cat2,fuel_consumption_cat,price_cat
1734006862-1,AUDI A4 Avant 40 TDI quattro S-tronic,CHF 21'999.–,136'000 km,Allrad,Kombi,Diesel,190 PS (140 kW),6.1 l/100 km,uniAuto AG,"Moosburgstrasse 12, 9200 Gossau",Avant 40 TDI quattro S-tronic,21999,136000,6.1,190,1,100000 - 149999,150-199,medium,6.00-6.99,20000-29999
1734006865-2,AUDI A4 Avant 1.4 TFSI Sport S-Tronic,CHF 21'990.–,79'116 km,Vorderradantrieb,Kombi,Benzin,150 PS (110 kW),5.5 l/100 km,Allenmoos Garage GmbH,"Hofwiesenstrasse 268, 8050 Zürich",Avant 1.4 TFSI Sport S-Tronic,21990,79116,5.5,150,1,50000 - 990000,100-149,medium,5.00-5.99,20000-29999
1734006867-3,AUDI A4 Cabriolet 1.8 Turbo,CHF 7'900.–,100'000 km,Vorderradantrieb,Cabriolet,Benzin,163 PS (120 kW),8.7 l/100 km,Bruno Keller,"Ueberlandstr. 34, 8051 Zürich/ Schwamendingen",Cabriolet 1.8 Turbo,7900,100000,8.7,163,1,50000 - 990000,150-199,medium,8.00-8.99,0 - 9999
1734006869-4,AUDI A4 Avant 2.0 TDI Sport quattro S-tronic,CHF 13'900.–,218'000 km,Allrad,Kombi,Diesel,190 PS (140 kW),4.5 l/100 km,PTE GmbH,"Seetalstrasse 44, 6020 Emmenbrücke",Avant 2.0 TDI Sport quattro S-tronic,13900,218000,4.5,190,1,200000-249999,150-199,medium,4.00-4.99,10000-19999
1734006872-5,AUDI A4 Avant 40 TDI Sport quattro S-tronic,CHF 27'800.–,107'000 km,Allrad,Kombi,Diesel,190 PS (140 kW),5 l/100 km,Garage Gfeller GmbH,"Unterdorf 1, 8261 Hemishofen",Avant 40 TDI Sport quattro S-tronic,27800,107000,5.0,190,1,100000 - 149999,150-199,medium,4.00-4.99,20000-29999
1734006874-6,AUDI A4 Cabriolet 3.0 V6,CHF 4'900.–,154'000 km,Vorderradantrieb,Cabriolet,Benzin,220 PS (162 kW),10 l/100 km,A. Mezaourou,"Althardstrasse 302, 8105 Regensdorf",Cabriolet 3.0 V6,4900,154000,10.0,220,0,150000-199999,200-249,fast,9.00-9.99,0 - 9999
1734006876-7,AUDI A4 Avant 2.0 Turbo FSI quattro,CHF 2'900.–,276'000 km,Allrad,Kombi,Benzin,200 PS (147 kW),9.1 l/100 km,Autozentrum Sulgerhof GmbH,"Hauptstrasse 13, 8583 Sulgen",Avant 2.0 Turbo FSI quattro,2900,276000,9.1,200,1,250000-299999,150-199,medium,9.00-9.99,0 - 9999
1734006881-9,"AUDI Ab 2,7 tdi",CHF 1'600.–,289'982 km,Allrad,Kombi,Benzin,255 PS (188 kW),10.8 l/100 km,DADA Einkauf und Verkauf,"UEBERLANDSTRASSE 100A, 8103 unterengstringen (fahrweid)","AUDI Ab 2,7 tdi",1600,289982,10.8,255,0,250000-299999,250-299,fast,10.00-10.99,0 - 9999
1734006886-10,AUDI A4 3.0 V6 quattro,CHF 2'200.–,285'314 km,Allrad,Limousine,Benzin,220 PS (162 kW),11.2 l/100 km,Mourad Autohandel,"Zentralstrasse 9, 6036 Dierikon",3.0 V6 quattro,2200,285314,11.2,220,0,250000-299999,200-249,fast,11.00-11.99,0 - 9999
1734006888-11,AUDI A4 Avant 2.0 TDI,CHF 3'900.–,400'000 km,Vorderradantrieb,Kombi,Diesel,170 PS (125 kW),5.5 l/100 km,Autozentrum Sulgerhof GmbH,"Hauptstrasse 13, 8583 Sulgen",Avant 2.0 TDI,3900,400000,5.5,170,0,350000-399999,150-199,medium,5.00-5.99,0 - 9999
1734006894-12,AUDI A4 Avant 1.8 TFSI,CHF 5'890.–,216'800 km,Vorderradantrieb,Kombi,Benzin,170 PS (125 kW),6.1 l/100 km,Auto Alen Hunzenschwil,"Neulandweg 12, 5502 Hunzenschwil",Avant 1.8 TFSI,5890,216800,6.1,170,0,200000-249999,150-199,medium,6.00-6.99,0 - 9999
1734006897-13,AUDI A4 Cabriolet 2.4 V6,CHF 1'700.–,140'127 km,Vorderradantrieb,Cabriolet,Benzin,170 PS (125 kW),9.9 l/100 km,Autohandel Farhat,"schützenmatt str 16, 6020 Emmenbrücke",Cabriolet 2.4 V6,1700,140127,9.9,170,0,100000 - 149999,150-199,medium,9.00-9.99,0 - 9999
1734006901-15,AUDI A4 Avant 3.0 TDI quattro S-tronic,CHF 6'490.–,236'000 km,Allrad,Kombi,Diesel,239 PS (176 kW),7.2 l/100 km,AUTO UNION,"Glatthaldestrasse 18a, 9230 Flawil",Avant 3.0 TDI quattro S-tronic,6490,236000,7.2,239,1,200000-249999,200-249,fast,7.00-7.99,0 - 9999
1734006903-16,AUDI A4 Cabriolet 1.8 Turbo,CHF 2'222.–,200'000 km,Vorderradantrieb,Cabriolet,Benzin,163 PS (120 kW),8.7 l/100 km,Carpark Holzliwiesen GmbH,"Zürcherstrasse 23, 8317 Tagelswangen-Lindau (Zürich)",Cabriolet 1.8 Turbo,2222,200000,8.7,163,1,150000-199999,150-199,medium,8.00-8.99,0 - 9999
1734006908-18,AUDI Quattro B7,CHF 3'900.–,143'630 km,Allrad,Limousine,Benzin,197 PS (147 kW),8 l/100 km,Quali Auto Hunzenschwil GmbH,"Hauptstrasse 16, 5502 Hunzenschwil",AUDI Quattro B7,3900,143630,8.0,197,0,100000 - 149999,150-199,medium,7.00-7.99,0 - 9999
1734006911-19,AUDI A4 1.8 T,CHF 2'200.–,216'496 km,Vorderradantrieb,Limousine,Benzin,163 PS (120 kW),8.3 l/100 km,CCARS,"Luzernerstrasse 172, 5054 Moosleerau",1.8 T,2200,216496,8.3,163,0,200000-249999,150-199,medium,8.00-8.99,0 - 9999
1734006913-20,AUDI A4 Avant 1.8 T,CHF 890.–,323'500 km,Vorderradantrieb,Kombi,Benzin,150 PS (110 kW),8.4 l/100 km,A. Zidan Autohandel GmbH,"Mühlentalstrasse 261, 8200 Schaffhausen",Avant 1.8 T,890,323500,8.4,150,0,300000-349999,100-149,medium,8.00-8.99,0 - 9999
1734006915-21,AUDI A4 Avant 2.0 TFSI quattro,CHF 2'500.–,188'000 km,Allrad,Kombi,Benzin,211 PS (155 kW),7.6 l/100 km,Volki  Autohandel,"Industriestrasse 6, 8604 Volketswil",Avant 2.0 TFSI quattro,2500,188000,7.6,211,0,150000-199999,200-249,fast,7.00-7.99,0 - 9999
1734006917-22,AUDI A4 Avant 1.8 TFSI multitronic,CHF 2'999.–,160'000 km,Vorderradantrieb,Kombi,Benzin,170 PS (125 kW),6 l/100 km,Autobuchs.ch,"Riedackerweg 14, 8107 Buchs",Avant 1.8 TFSI multitronic,2999,160000,6.0,170,0,150000-199999,150-199,medium,5.00-5.99,0 - 9999
1734006920-23,AUDI A4 2.5 TDI S-line,CHF 6'999.–,138'000 km,Vorderradantrieb,Limousine,Diesel,163 PS (120 kW),6.9 l/100 km,AUTO UNION,"Glatthaldestrasse 18a, 9230 Flawil",2.5 TDI S-line,6999,138000,6.9,163,1,100000 - 149999,150-199,medium,6.00-6.99,0 - 9999
1734006922-24,AUDI A4 Avant 2.0 TDI multitronic,CHF 8'900.–,222'321 km,Vorderradantrieb,Kombi,Diesel,150 PS (110 kW),4.7 l/100 km,G E R M A N Automobile,"Hönggerstrasse 36, 8103 Unterengstringen/ZH",Avant 2.0 TDI multitronic,8900,222321,4.7,150,0,200000-249999,100-149,medium,4.00-4.99,0 - 9999
1734006924-25,AUDI A4 Avant  2.0T FSI Quattro,CHF 8'200.–,148'000 km,Allrad,Kombi,Benzin,208 PS (155 kW),8.5 l/100 km,Auto Swiss Salii,"Erlenstrasse 5, 8865 Bilten",Avant  2.0T FSI Quattro,8200,148000,8.5,208,0,100000 - 149999,200-249,fast,8.00-8.99,0 - 9999
1734006927-26,AUDI A4 Avant 2.0 TFSI quattro S-tronic,CHF 7'900.–,181'000 km,Allrad,Kombi,Benzin,211 PS (155 kW),7.6 l/100 km,Auto Swiss Salii,"Erlenstrasse 5, 8865 Bilten",Avant 2.0 TFSI quattro S-tronic,7900,181000,7.6,211,1,150000-199999,200-249,fast,7.00-7.99,0 - 9999
1734006929-27,AUDI A4 Avant 2.7 TDI  Sline,CHF 2'200.–,340'000 km,Vorderradantrieb,Kombi,Diesel,180 PS (132 kW),6.9 l/100 km,AAA Autohandel Grosu,"Hauptstrasse 51, 6418 6418 Rothenthurm",Avant 2.7 TDI  Sline,2200,340000,6.9,180,1,300000-349999,150-199,medium,6.00-6.99,0 - 9999
1734006931-28,AUDI A4 Avant 3.0 V6,CHF 1'250.–,233'756 km,Vorderradantrieb,Kombi,Benzin,220 PS (162 kW),9.7 l/100 km,Auto I.A.S,"industrie str 6, 8604 Volketswil",Avant 3.0 V6,1250,233756,9.7,220,0,200000-249999,200-249,fast,9.00-9.99,0 - 9999
1734006933-29,AUDI A4 Cabriolet 1.8 Turbo,CHF 1'600.–,206'000 km,Vorderradantrieb,Cabriolet,Benzin,163 PS (120 kW),8.7 l/100 km,JOSEF AUTOS,"IFANGSTRASSE 12, 8603 SCHWERZENBACH",Cabriolet 1.8 Turbo,1600,206000,8.7,163,1,200000-249999,150-199,medium,8.00-8.99,0 - 9999
1734006938-30,AUDI A4 Avant 2.0 TDI,CHF 1'999.–,271'000 km,Vorderradantrieb,Kombi,Diesel,140 PS (103 kW),6.5 l/100 km,carina autohandel,"für besichtigung erst nachtelefonisch vereinbaren, 8105 regensdorf  zürich",Avant 2.0 TDI,1999,271000,6.5,140,0,250000-299999,100-149,medium,6.00-6.99,0 - 9999
1734006941-31,AUDI A4 Avant 2.7 TDI,CHF 1'990.–,273'513 km,Vorderradantrieb,Kombi,Diesel,180 PS (132 kW),6.9 l/100 km,HARB AUTO HANDEL,"Westring 9, 5502 Hunzenschwil",Avant 2.7 TDI,1990,273513,6.9,180,0,250000-299999,150-199,medium,6.00-6.99,0 - 9999
1734006943-32,AUDI A4 Avant 2.7 TDI,CHF 1'800.–,307'300 km,Vorderradantrieb,Kombi,Diesel,180 PS (132 kW),6.9 l/100 km,A. Zidan Autohandel GmbH,"Mühlentalstrasse 261, 8200 Schaffhausen",Avant 2.7 TDI,1800,307300,6.9,180,0,300000-349999,150-199,medium,6.00-6.99,0 - 9999
1734006945-33,AUDI A4 Avant 1.8 TFSI multitronic,CHF 2'990.–,172'000 km,Vorderradantrieb,Kombi,Benzin,160 PS (118 kW),7.6 l/100 km,Tim Automobile / Lancar auto GmbH,"Surhardweg 14, 5102 Rupperswil",Avant 1.8 TFSI multitronic,2990,172000,7.6,160,0,150000-199999,150-199,medium,7.00-7.99,0 - 9999
1734006948-34,AUDI A4 2.0 TDI,CHF 7'990.–,161'000 km,Vorderradantrieb,Limousine,Diesel,143 PS (105 kW),5.1 l/100 km,ISSACAR  Gmbh,"Althardstrasse 257, 8105 Regensdorf",2.0 TDI,7990,161000,5.1,143,0,150000-199999,100-149,medium,5.00-5.99,0 - 9999
1734006952-36,AUDI A4 Avant 2.5 TDI quattro,CHF 5'900.–,220'000 km,Allrad,Kombi,Diesel,180 PS (132 kW),8 l/100 km,Do-it-Garage-Lumani,"Hofstrasse 99, 8620 Wetzikon ZH",Avant 2.5 TDI quattro,5900,220000,8.0,180,0,200000-249999,150-199,medium,7.00-7.99,0 - 9999
1734006954-37,AUDI A4 Avant 2.0 Turbo FSI quattro,CHF 5'900.–,165'000 km,Allrad,Kombi,Benzin,200 PS (147 kW),9.1 l/100 km,Kubi Star Automobile,"Feldstrasse 78, 8180 Bülach",Avant 2.0 Turbo FSI quattro,5900,165000,9.1,200,1,150000-199999,150-199,medium,9.00-9.99,0 - 9999
1734006957-38,AUDI A4 Avant 2.5 TDI quattro,CHF 700.–,406'000 km,Allrad,Kombi,Diesel,180 PS (132 kW),7.4 l/100 km,Nicolas,8134 Adliswil,Avant 2.5 TDI quattro,700,406000,7.4,180,0,400000-449999,150-199,medium,7.00-7.99,0 - 9999
1734006959-39,AUDI A4 Avant 1.8 TFSI quattro,CHF 3'900.–,177'000 km,Allrad,Kombi,Benzin,160 PS (118 kW),7.7 l/100 km,Auto Team Wetzikon GmbH,"Fabrikstrasse 5, 8340 Hinwil",Avant 1.8 TFSI quattro,3900,177000,7.7,160,0,150000-199999,150-199,medium,7.00-7.99,0 - 9999
1734006962-40,AUDI A4 2.0 Turbo FSI quattro,CHF 6'899.–,122'000 km,Allrad,Limousine,Benzin,200 PS (147 kW),9.7 l/100 km,Auto Garage shadmann,"Frauenfelderstrasse 13, 8523 Hagenbuch",2.0 Turbo FSI quattro,6899,122000,9.7,200,1,100000 - 149999,150-199,medium,9.00-9.99,0 - 9999
1734006964-41,AUDI A4 1.8TFSI E85 quattro,CHF 4'990.–,192'000 km,Allrad,Limousine,Bioethanol,158 PS (118 kW),7.3 l/100 km,ISSACAR  Gmbh,"Althardstrasse 257, 8105 Regensdorf",1.8TFSI E85 quattro,4990,192000,7.3,158,0,150000-199999,150-199,medium,7.00-7.99,0 - 9999
1734006967-42,AUDI A4 Avant 3.0 TDI quattro tiptronic,CHF 2'800.–,305'000 km,Allrad,Kombi,Diesel,239 PS (176 kW),7.2 l/100 km,PS Horses Garage & Autohandel,"Schlossstrasse 61, 8207 Schaffhausen",Avant 3.0 TDI quattro tiptronic,2800,305000,7.2,239,0,300000-349999,200-249,fast,7.00-7.99,0 - 9999
1734006969-43,AUDI A4 Avant 2.0 TDI multitronic,CHF 9'800.–,184'800 km,Vorderradantrieb,Kombi,Diesel,177 PS (130 kW),4.9 l/100 km,Amas AG,"Cilanderstrasse 9, 9100 Herisau",Avant 2.0 TDI multitronic,9800,184800,4.9,177,0,150000-199999,150-199,medium,4.00-4.99,0 - 9999
1734006971-44,AUDI A4 Avant 2.0 TDI S-line,CHF 6'990.–,194'000 km,Vorderradantrieb,Kombi,Diesel,170 PS (125 kW),5.8 l/100 km,AUTO UNION,"Glatthaldestrasse 18a, 9230 Flawil",Avant 2.0 TDI S-line,6990,194000,5.8,170,1,150000-199999,150-199,medium,5.00-5.99,0 - 9999
1734006974-45,AUDI A4 3.0 V6,CHF 999.–,406'000 km,Vorderradantrieb,Cabriolet,Benzin,220 PS (162 kW),10 l/100 km,George Automobile,"Industriestrasse 12, 6215 Beromünster",3.0 V6,999,406000,10.0,220,0,400000-449999,200-249,fast,9.00-9.99,0 - 9999
1734006977-46,AUDI A4 3.2 FSI quattro,CHF 4'490.–,171'300 km,Allrad,Limousine,Benzin,255 PS (188 kW),10.8 l/100 km,A. Zidan Autohandel GmbH,"Mühlentalstrasse 261, 8200 Schaffhausen",3.2 FSI quattro,4490,171300,10.8,255,0,150000-199999,250-299,fast,10.00-10.99,0 - 9999
1734006979-47,AUDI A4 Avant 2.0 TDI quattro S-tronic,CHF 14'400.–,151'000 km,Allrad,Kombi,Diesel,177 PS (130 kW),5.6 l/100 km,Omega-Cars GmbH,"Buchenhagstrasse 4, 8156 Oberhasli",Avant 2.0 TDI quattro S-tronic,14400,151000,5.6,177,1,150000-199999,150-199,medium,5.00-5.99,10000-19999
1734006981-48,AUDI A4 Avant 2.0 TFSI quattro S-tronic,CHF 2'900.–,288'000 km,Allrad,Kombi,Benzin,211 PS (155 kW),7.6 l/100 km,Rigi Autohandel,"Gotthardstrasse 17, 6414 Oberarth",Avant 2.0 TFSI quattro S-tronic,2900,288000,7.6,211,1,250000-299999,200-249,fast,7.00-7.99,0 - 9999
1734006984-49,AUDI A4 Avant 2.0 TDI S-tronic,CHF 20'500.–,149'671 km,Vorderradantrieb,Kombi,Diesel,190 PS (140 kW),4.2 l/100 km,RS Autotechnik GmbH,"Seetalstrasse 41a, 8280 Kreuzlingen",Avant 2.0 TDI S-tronic,20500,149671,4.2,190,1,100000 - 149999,150-199,medium,4.00-4.99,20000-29999
1734006988-50,AUDI A4 Avant 2.0 Turbo FSI quattro,CHF 1'900.–,248'000 km,Allrad,Kombi,Benzin,200 PS (147 kW),9.1 l/100 km,KAINE AUTOMOBILE,"Pfäffikerstrasse 36, 8610 Uster ZH",Avant 2.0 Turbo FSI quattro,1900,248000,9.1,200,1,200000-249999,150-199,medium,9.00-9.99,0 - 9999
1734006991-51,AUDI A4 Avant 2.0 TFSI quattro S-tronic,CHF 6'900.–,194'853 km,Allrad,Kombi,Benzin,211 PS (155 kW),7.6 l/100 km,A. Mezaourou,"Althardstrasse 302, 8105 Regensdorf",Avant 2.0 TFSI quattro S-tronic,6900,194853,7.6,211,1,150000-199999,200-249,fast,7.00-7.99,0 - 9999
1734006993-52,AUDI A4 Avant 2.8 30V,CHF 2'990.–,256'038 km,Vorderradantrieb,Kombi,Benzin,193 PS (142 kW),10.5 l/100 km,CCARS,"Luzernerstrasse 172, 5054 Moosleerau",Avant 2.8 30V,2990,256038,10.5,193,0,250000-299999,150-199,medium,10.00-10.99,0 - 9999
1734006996-53,AUDI A4 Avant 40 TDI S line quattro S-tronic,CHF 20'900.–,154'000 km,Allrad,Kombi,Diesel,190 PS (140 kW),6.1 l/100 km,KG Automobile GmbH,"Dällikerstrasse 39, 8107 Buchs",Avant 40 TDI S line quattro S-tronic,20900,154000,6.1,190,1,150000-199999,150-199,medium,6.00-6.99,20000-29999
1734006998-54,AUDI A4 3.2 FSI quattro tiptronic,CHF 6'300.–,216'000 km,Allrad,Limousine,Benzin,265 PS (195 kW),9.3 l/100 km,Alex / Alexander's Auto GmbH,"Nägeliweg 2, 5313 Klingnau",3.2 FSI quattro tiptronic,6300,216000,9.3,265,0,200000-249999,250-299,fast,9.00-9.99,0 - 9999
1734007000-55,AUDI A4 2.4 V6 Automat,CHF 3'300.–,164'438 km,Vorderradantrieb,Limousine,Benzin,170 PS (125 kW),10 l/100 km,Nur-Automobile,"Buchenhagstrasse 18, 8156 Oberhasli",2.4 V6 Automat,3300,164438,10.0,170,0,150000-199999,150-199,medium,9.00-9.99,0 - 9999
1734007003-56,AUDI A4 Avant 2.0 TDI S-tronic,CHF 11'900.–,266'000 km,Vorderradantrieb,Kombi,Diesel,150 PS (110 kW),4.1 l/100 km,Toni`s Autowelt GmbH,"Bahnhofstrasse 13, 9553 Bettwiesen",Avant 2.0 TDI S-tronic,11900,266000,4.1,150,1,250000-299999,100-149,medium,4.00-4.99,10000-19999
1734007005-57,AUDI A4 Avant 2.0 TDI 170 DPF quattro,CHF 32'900.–,34'980 km,Allrad,Kombi,Diesel,170 PS (125 kW),6.8 l/100 km,Manser Auto-Direkt-Import,"Wenkenrütistrasse 12, 9630 Wattwil",Avant 2.0 TDI 170 DPF quattro,32900,34980,6.8,170,0,0 - 49999,150-199,medium,6.00-6.99,30000-39999
1734007007-58,AUDI A4 Avant 1.8 TFSI multitronic,CHF 12'590.–,137'000 km,Vorderradantrieb,Kombi,Benzin,170 PS (125 kW),6 l/100 km,Top Cars,"Sornthalstrasse 9, 9213 Hauptwil",Avant 1.8 TFSI multitronic,12590,137000,6.0,170,0,100000 - 149999,150-199,medium,5.00-5.99,10000-19999
1734007009-59,AUDI A4 Cabriolet 3.0 TDI quattro,CHF 1'500.–,415'000 km,Allrad,Cabriolet,Diesel,233 PS (171 kW),7.9 l/100 km,auto bruno,8951 Fahrweid,Cabriolet 3.0 TDI quattro,1500,415000,7.9,233,0,400000-449999,200-249,fast,7.00-7.99,0 - 9999
1734007012-60,AUDI A4 2.0 TDI quattro S-tronic,CHF 20'900.–,119'000 km,Allrad,Limousine,Diesel,190 PS (140 kW),4.6 l/100 km,Sejdini Automobile,"Aarauerstr. 39, 5734 Reinach",2.0 TDI quattro S-tronic,20900,119000,4.6,190,1,100000 - 149999,150-199,medium,4.00-4.99,20000-29999
1734007018-61,AUDI A4 Avant 2.0 TFSI quattro S-tronic,CHF 17'900.–,227'000 km,Allrad,Kombi,Benzin,252 PS (185 kW),6.6 l/100 km,Q-Car Garage GmbH,"Flaachtalstrasse 9, 8412 Hünikon /Winterthur",Avant 2.0 TFSI quattro S-tronic,17900,227000,6.6,252,1,200000-249999,250-299,fast,6.00-6.99,10000-19999
1734007020-62,AUDI A4 Avant 2.0 Turbo FSI quattro S-Line,CHF 1'999.–,245'000 km,Allrad,Kombi,Benzin,200 PS (147 kW),9.1 l/100 km,Autocenter Ermenswil,"Rütistrasse  17, 8734 Ermenswil",Avant 2.0 Turbo FSI quattro S-Line,1999,245000,9.1,200,1,200000-249999,150-199,medium,9.00-9.99,0 - 9999
1734007023-63,AUDI A4 Avant 3.0 TDI Sport quattro S-tronic,CHF 12'999.–,218'000 km,Allrad,Kombi,Diesel,218 PS (160 kW),4.7 l/100 km,Ukshinaj Automobile GmbH,"Wiesenstrasse 21, 5412 Gebenstorf AG",Avant 3.0 TDI Sport quattro S-tronic,12999,218000,4.7,218,1,200000-249999,200-249,fast,4.00-4.99,10000-19999
1734007025-64,AUDI A4 Cabriolet 1.8 Turbo,CHF 1'390.–,300'000 km,Vorderradantrieb,Cabriolet,Benzin,163 PS (120 kW),8.7 l/100 km,Autoankauf Emmen,"Sedelstrasse,7, 6020 Emmenbrücke  (KANTON LUZERN)",Cabriolet 1.8 Turbo,1390,300000,8.7,163,1,250000-299999,150-199,medium,8.00-8.99,0 - 9999
1734007028-65,AUDI A4 Avant 2.7 TDI multitronic,CHF 3'500.–,320'000 km,Vorderradantrieb,Kombi,Diesel,190 PS (140 kW),6.5 l/100 km,AAA Autohandel Grosu,"Hauptstrasse 51, 6418 6418 Rothenthurm",Avant 2.7 TDI multitronic,3500,320000,6.5,190,0,300000-349999,150-199,medium,6.00-6.99,0 - 9999
1734007030-66,AUDI A4 Avant 45 TFSI S-tronic quattro,CHF 28'900.–,58'800 km,Allrad,Kombi,Benzin,245 PS (180 kW),8.6 l/100 km,Auto Kay AG,"Ruessenstrasse 11, 6340 Baar",Avant 45 TFSI S-tronic quattro,28900,58800,8.6,245,1,50000 - 990000,200-249,fast,8.00-8.99,20000-29999
1734007032-67,AUDI A4 Avant 2.0 TDI quattro S-tronic,CHF 10'900.–,209'010 km,Allrad,Kombi,Diesel,190 PS (140 kW),5.2 l/100 km,Auto-Dani,"Rüeterswilerstrasse 43, 8735 St.Gallenkappel",Avant 2.0 TDI quattro S-tronic,10900,209010,5.2,190,1,200000-249999,150-199,medium,5.00-5.99,10000-19999
1734007035-68,AUDI A4 Avant 2.0 TDI Sport quattro S-tronic,CHF 13'980.–,189'000 km,Allrad,Kombi,Diesel,190 PS (140 kW),4.6 l/100 km,Auto Klar,"Güterstrasse 58, 5605 Dottikon",Avant 2.0 TDI Sport quattro S-tronic,13980,189000,4.6,190,1,150000-199999,150-199,medium,4.00-4.99,10000-19999
1734007037-69,AUDI A4 Avant 2.0 TDI 140 DPF,CHF 13'800.–,91'000 km,Vorderradantrieb,Kombi,Diesel,140 PS (103 kW),6.2 l/100 km,Manser Auto-Direkt-Import,"Wenkenrütistrasse 12, 9630 Wattwil",Avant 2.0 TDI 140 DPF,13800,91000,6.2,140,0,50000 - 990000,100-149,medium,6.00-6.99,10000-19999
1734007042-70,AUDI A4 2.0 20V 130,CHF 8'900.–,101'460 km,Vorderradantrieb,Limousine,Benzin,130 PS (96 kW),8 l/100 km,Manser Auto-Direkt-Import,"Wenkenrütistrasse 12, 9630 Wattwil",2.0 20V 130,8900,101460,8.0,130,0,100000 - 149999,100-149,medium,7.00-7.99,0 - 9999
1734007044-71,AUDI A4 Avant 40 TFSI Sport S-tronic,CHF 15'200.–,221'700 km,Vorderradantrieb,Kombi,Benzin,190 PS (140 kW),7.2 l/100 km,Auto Egi GmbH,"Witzbergstrasse 5k, 8330 Pfäffikon ZH",Avant 40 TFSI Sport S-tronic,15200,221700,7.2,190,1,200000-249999,150-199,medium,7.00-7.99,10000-19999
1734007046-72,AUDI A4 Avant 2.0 TDI multitronic,CHF 11'900.–,100'900 km,Vorderradantrieb,Kombi,Diesel,150 PS (110 kW),4.9 l/100 km,Autohandel Hamdar,"Eschenstrasse 12, 6020 Emmen",Avant 2.0 TDI multitronic,11900,100900,4.9,150,0,100000 - 149999,100-149,medium,4.00-4.99,10000-19999
1734007049-73,AUDI A4 2.0,CHF 1'900.–,252'300 km,Vorderradantrieb,Limousine,Benzin,130 PS (96 kW),8.1 l/100 km,AUTO SCHMERIKON 200 TOP GARANTIE OCCASIONEN,"St. Gallerstrasse 41, 8716 Schmerikon",2.0,1900,252300,8.1,130,0,250000-299999,100-149,medium,8.00-8.99,0 - 9999
1734007051-74,AUDI A4 Avant 3.0 V6 TDI quattro,CHF 3'500.–,397'200 km,Allrad,Kombi,Diesel,204 PS (150 kW),7.9 l/100 km,AUTO SCHMERIKON 200 TOP GARANTIE OCCASIONEN,"St. Gallerstrasse 41, 8716 Schmerikon",Avant 3.0 V6 TDI quattro,3500,397200,7.9,204,0,350000-399999,200-249,fast,7.00-7.99,0 - 9999
1734007056-76,AUDI A4 Avant 3.0 TDI quattro tiptronic,CHF 8'500.–,212'000 km,Allrad,Kombi,Diesel,239 PS (176 kW),7.2 l/100 km,Auto Occasion Carlo GmbH,"Seetalstrasse 41, 8280 Kreuzlingen",Avant 3.0 TDI quattro tiptronic,8500,212000,7.2,239,0,200000-249999,200-249,fast,7.00-7.99,0 - 9999
1734007058-77,AUDI A4 Avant 1.8 TFSI multitronic,CHF 5'500.–,194'000 km,Vorderradantrieb,Kombi,Benzin,170 PS (125 kW),6 l/100 km,Boundless Gmbh,"8 im Hard, 8197 Rafz",Avant 1.8 TFSI multitronic,5500,194000,6.0,170,0,150000-199999,150-199,medium,5.00-5.99,0 - 9999
1734007061-78,AUDI A4 Avant 35 TDI advanced S-Top- zustand *2 Jahr Garantie a.W.* AB:MFK und Service*10 Jahre Gratis Se,CHF 19'999.–,89'980 km,Vorderradantrieb,Kombi,Diesel,163 PS (120 kW),5.5 l/100 km,Sonnen Garage,"Hauptstrasse 75, 8362 Balterswil",Avant 35 TDI advanced S-Top- zustand *2 Jahr Garantie a.W.* AB:MFK und Service*10 Jahre Gratis Se,19999,89980,5.5,163,0,50000 - 990000,150-199,medium,5.00-5.99,10000-19999
1734007063-79,AUDI A4 Avant 35 TDI Sport S-tronic,CHF 20'800.–,93'000 km,Vorderradantrieb,Kombi,Diesel,150 PS (110 kW),6.6 l/100 km,DD Cars & More GmbH,"Toggenburgerstrasse 10a, 9602 Bazenheid",Avant 35 TDI Sport S-tronic,20800,93000,6.6,150,1,50000 - 990000,100-149,medium,6.00-6.99,20000-29999
1734007065-80,AUDI A4 Avant 2.0 TDI Sport S-tronic,CHF 15'900.–,133'000 km,Vorderradantrieb,Kombi,Diesel,150 PS (110 kW),4.2 l/100 km,Auto Urdorf Nord,"Birmensdorferstrasse 25, 8902 Urdorf",Avant 2.0 TDI Sport S-tronic,15900,133000,4.2,150,1,100000 - 149999,100-149,medium,4.00-4.99,10000-19999
1734007068-81,AUDI A4 Cabriolet 1.8 Turbo,CHF 5'800.–,159'000 km,Vorderradantrieb,Cabriolet,Benzin,163 PS (120 kW),8.7 l/100 km,KAINE AUTOMOBILE,"Pfäffikerstrasse 36, 8610 Uster ZH",Cabriolet 1.8 Turbo,5800,159000,8.7,163,1,150000-199999,150-199,medium,8.00-8.99,0 - 9999
1734007070-82,AUDI A4 Avant 2.0 TDI Sport quattro S-tronic,CHF 19'990.–,129'937 km,Allrad,Kombi,Diesel,190 PS (140 kW),4.5 l/100 km,Marcello Auto GmbH,"Franzosenstrasse 26, 6423 Seewen SZ",Avant 2.0 TDI Sport quattro S-tronic,19990,129937,4.5,190,1,100000 - 149999,150-199,medium,4.00-4.99,10000-19999
