original_,original_selleraddress_raw,lat,lon,formatted,name,housenumber,street,district,suburb,state_code,postcode,city,county,state,country,country_code,confidence,confidence_city_level,confidence_street_level,confidence_building_level,attribution,attribution_license,attribution_url
345,8003 Zurich,47.372750298,8.515745501,"8003 Zurich, Switzerland",,,,,Kreis 3,,8003,Zurich,District Zurich,Zurich,Switzerland,ch,1,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
346,"Rütistrasse 41, 8634 Hombrechtikon",47.253523,8.775367,"Rütistrasse 41, 8634 Hombrechtikon, Switzerland",,41,Rütistrasse,Hombrechtikon,,,8634,Hombrechtikon,Meilen,Zurich,Switzerland,ch,1,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
347,"Aargauerstrasse 13, 6215 Beromünster",47.20896,8.190986,"Aargauerstrasse 13, 6215 Beromünster, Switzerland",,13,Aargauerstrasse,Beromünster,,,6215,Beromünster,Sursee,Lucerne,Switzerland,ch,1,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
348,"Wilerstrasse 72, 9542 Münchwilen",47.466394,9.027298931473798,"Auto Welt von Rotz, Wilerstrasse 72, 9542 Münchwilen (TG), Switzerland",Auto Welt von Rotz,72,Wilerstrasse,,,TG,9542,Münchwilen (TG),Bezirk Münchwilen,Thurgau,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
349,"St. Gallerstrasse 7, 8352 Elsau",47.500629,8.786631,"St. Gallerstrasse 7, 8352 Elsau, Switzerland",,7,St. Gallerstrasse,Elsau,,,8352,Elsau,Winterthur,Zurich,Switzerland,ch,1,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
350,"Zürcherstrasse 242, 8406 Winterthur",47.48541055,8.70166634568059,"Zürcherstrasse 242, 8406 Winterthur, Switzerland",,242,Zürcherstrasse,,Töss,,8406,Winterthur,Bezirk Winterthur,Zurich,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
351,"St. Gallerstrasse 7, 8352 Elsau",47.500629,8.786631,"St. Gallerstrasse 7, 8352 Elsau, Switzerland",,7,St. Gallerstrasse,Elsau,,,8352,Elsau,Winterthur,Zurich,Switzerland,ch,1,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
352,"Wilerstrasse 72, 9542 Münchwilen",47.466394,9.027298931473798,"Auto Welt von Rotz, Wilerstrasse 72, 9542 Münchwilen (TG), Switzerland",Auto Welt von Rotz,72,Wilerstrasse,,,TG,9542,Münchwilen (TG),Bezirk Münchwilen,Thurgau,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
353,"Schaffhauserstrasse 150, 8400 Winterthur",47.516279049999994,8.720709482236025,"Schaffhauserstrasse 150, 8407 Winterthur, Switzerland",,150,Schaffhauserstrasse,,Veltheim,,8407,Winterthur,Bezirk Winterthur,Zurich,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
354,"Stüdliackerstrasse 1, 8207 Schaffhausen",47.7208023,8.662852965735649,"Stüdliackerstrasse 1, 8207 Schaffhausen, Switzerland",,1,Stüdliackerstrasse,,Herblingen,SH,8207,Schaffhausen,,Schaffhausen,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
355,"Rietstrasse 1, 8108 Dällikon",47.44761925,8.433763373001923,"Rietstrasse 1, 8108 Dällikon, Switzerland",,1,Rietstrasse,,,,8108,Dällikon,Bezirk Dielsdorf,Zurich,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
356,"Schaffhauserstrasse 150, 8400 Winterthur",47.516279049999994,8.720709482236025,"Schaffhauserstrasse 150, 8407 Winterthur, Switzerland",,150,Schaffhauserstrasse,,Veltheim,,8407,Winterthur,Bezirk Winterthur,Zurich,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
357,"St. Gallerstrasse 106, 8404 Winterthur",47.49798505,8.746491685951828,"St. Gallerstrasse 106, 8411 Winterthur, Switzerland",,106,St. Gallerstrasse,,Oberwinterthur,,8411,Winterthur,Bezirk Winterthur,Zurich,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
358,"Seestrasse 269, 8706 Feldmeilen",47.274870199999995,8.62316183007518,"Shell Feldmeilen, Seestrasse 269, 8706 Meilen, Switzerland",Shell Feldmeilen,269,Seestrasse,,,,8706,Meilen,Bezirk Meilen,Zurich,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
359,"Breitenweg 2A, 8156 Oberhasli",47.4604854,8.4913816,"Breitenweg 2, 8156 Niederhasli, Switzerland",Breitenweg,2,Breitenweg,,,,8156,Niederhasli,Bezirk Dielsdorf,Zurich,Switzerland,ch,0.95,1,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
